#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 Insv_ChIPnexus_narrowPeak_q10.bed Elba3_ChIPnexus_narrowPeak_q10.bed Elba2_ChIPnexus_narrowPeak_q5.bed Elba1_ChIPnexus_narrowPeak_q10.bed -venn merge2chip_q10_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1	Insv_ChIPnexus_narrowPeak_q10.bed	Elba3_ChIPnexus_narrowPeak_q10.bed	Elba2_ChIPnexus_narrowPeak_q5.bed	Elba1_ChIPnexus_narrowPeak_q10.bed
Merged-chr2R-17434437-5	chr2R	17433971	17434858	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	5		diff__wtElba3_q20__elba3Elba3_q20_peak_2520a,diff__wtElba3_q20__elba3Elba3_q20_peak_2520b	diff__wtElba2_q20__elba2Elba2_q20_peak_594,diff__wtElba2_q20__elba2Elba2_q20_peak_595	diff__wtElba1_q20__elba1Elba1_q20_peak_1319				
Merged-chr3L-20291597-3	chr3L	20291419	20291782	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_4064	diff__wtElba2_q20__elba2Elba2_q20_peak_979	diff__wtElba1_q20__elba1Elba1_q20_peak_2095				
Merged-chr2L-15467292-3	chr2L	15467152	15467437	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_958	diff__wtElba2_q20__elba2Elba2_q20_peak_225	diff__wtElba1_q20__elba1Elba1_q20_peak_505				
Merged-chr3R-21832068-3	chr3R	21831755	21832301	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_5717	diff__wtElba2_q20__elba2Elba2_q20_peak_1367	diff__wtElba1_q20__elba1Elba1_q20_peak_2985				
Merged-chr2R-6471803-4	chr2R	6471506	6472127	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	4		diff__wtElba3_q20__elba3Elba3_q20_peak_1703	diff__wtElba2_q20__elba2Elba2_q20_peak_402a,diff__wtElba2_q20__elba2Elba2_q20_peak_402b	diff__wtElba1_q20__elba1Elba1_q20_peak_911				
Merged-chr3L-4407160-7	chr3L	4406420	4407786	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	7		diff__wtElba3_q20__elba3Elba3_q20_peak_3096a,diff__wtElba3_q20__elba3Elba3_q20_peak_3096b	diff__wtElba2_q20__elba2Elba2_q20_peak_738,diff__wtElba2_q20__elba2Elba2_q20_peak_739	diff__wtElba1_q20__elba1Elba1_q20_peak_1606a,diff__wtElba1_q20__elba1Elba1_q20_peak_1606b,diff__wtElba1_q20__elba1Elba1_q20_peak_1606c				
Merged-chr2R-7735312-3	chr2R	7735092	7735506	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_1807	diff__wtElba2_q20__elba2Elba2_q20_peak_427	diff__wtElba1_q20__elba1Elba1_q20_peak_975				
Merged-chr3R-322140-3	chr3R	321909	322311	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_4302	diff__wtElba2_q20__elba2Elba2_q20_peak_1033	diff__wtElba1_q20__elba1Elba1_q20_peak_2238				
Merged-chr2R-9343904-3	chr2R	9343734	9344148	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_1946	diff__wtElba2_q20__elba2Elba2_q20_peak_459	diff__wtElba1_q20__elba1Elba1_q20_peak_1050				
Merged-chr2R-9507819-3	chr2R	9507537	9508173	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_1965	diff__wtElba2_q20__elba2Elba2_q20_peak_464	diff__wtElba1_q20__elba1Elba1_q20_peak_1063				
Merged-chr2R-7255768-5	chr2R	7255233	7256278	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	5		diff__wtElba3_q20__elba3Elba3_q20_peak_1766a,diff__wtElba3_q20__elba3Elba3_q20_peak_1766b,diff__wtElba3_q20__elba3Elba3_q20_peak_1766c	diff__wtElba2_q20__elba2Elba2_q20_peak_417	diff__wtElba1_q20__elba1Elba1_q20_peak_947				
Merged-chr3R-3301555-3	chr3R	3301356	3301791	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_4488	diff__wtElba2_q20__elba2Elba2_q20_peak_1081	diff__wtElba1_q20__elba1Elba1_q20_peak_2345				
Merged-chr2R-7538973-8	chr2R	7538274	7540013	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	8		diff__wtElba3_q20__elba3Elba3_q20_peak_1788a,diff__wtElba3_q20__elba3Elba3_q20_peak_1788b,diff__wtElba3_q20__elba3Elba3_q20_peak_1788c,diff__wtElba3_q20__elba3Elba3_q20_peak_1788d,diff__wtElba3_q20__elba3Elba3_q20_peak_1788e	diff__wtElba2_q20__elba2Elba2_q20_peak_420	diff__wtElba1_q20__elba1Elba1_q20_peak_961a,diff__wtElba1_q20__elba1Elba1_q20_peak_961b				
Merged-chr3L-3795905-3	chr3L	3795697	3796111	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3030	diff__wtElba2_q20__elba2Elba2_q20_peak_724	diff__wtElba1_q20__elba1Elba1_q20_peak_1576				
Merged-chrX-19155023-5	chrX	19154624	19155419	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	5		diff__wtElba3_q20__elba3Elba3_q20_peak_7219a,diff__wtElba3_q20__elba3Elba3_q20_peak_7219b	diff__wtElba2_q20__elba2Elba2_q20_peak_1700a,diff__wtElba2_q20__elba2Elba2_q20_peak_1700b	diff__wtElba1_q20__elba1Elba1_q20_peak_3747b				
Merged-chrX-8575842-5	chrX	8575593	8576178	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	5		diff__wtElba3_q20__elba3Elba3_q20_peak_6580a,diff__wtElba3_q20__elba3Elba3_q20_peak_6580b	diff__wtElba2_q20__elba2Elba2_q20_peak_1573	diff__wtElba1_q20__elba1Elba1_q20_peak_3426a,diff__wtElba1_q20__elba1Elba1_q20_peak_3426b				
Merged-chrX-17402530-4	chrX	17402243	17402811	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	4		diff__wtElba3_q20__elba3Elba3_q20_peak_7129	diff__wtElba2_q20__elba2Elba2_q20_peak_1681a,diff__wtElba2_q20__elba2Elba2_q20_peak_1681b	diff__wtElba1_q20__elba1Elba1_q20_peak_3704				
Merged-chrX-19218229-3	chrX	19218065	19218426	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_7231	diff__wtElba2_q20__elba2Elba2_q20_peak_1702	diff__wtElba1_q20__elba1Elba1_q20_peak_3751				
Merged-chr3L-8947201-4	chr3L	8946543	8947820	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	4		diff__wtElba3_q20__elba3Elba3_q20_peak_3330	diff__wtElba2_q20__elba2Elba2_q20_peak_787b	diff__wtElba1_q20__elba1Elba1_q20_peak_1709a,diff__wtElba1_q20__elba1Elba1_q20_peak_1709b				
Merged-chr3R-10727471-3	chr3R	10727152	10727713	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_4981	diff__wtElba2_q20__elba2Elba2_q20_peak_1201	diff__wtElba1_q20__elba1Elba1_q20_peak_2600				
Merged-chr3L-11089844-3	chr3L	11089389	11090278	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3459	diff__wtElba2_q20__elba2Elba2_q20_peak_819	diff__wtElba1_q20__elba1Elba1_q20_peak_1774				
Merged-chr3L-12109318-3	chr3L	12108999	12109643	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3521	diff__wtElba2_q20__elba2Elba2_q20_peak_837	diff__wtElba1_q20__elba1Elba1_q20_peak_1807				
Merged-chr3L-12111485-3	chr3L	12111308	12111640	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3524	diff__wtElba2_q20__elba2Elba2_q20_peak_838	diff__wtElba1_q20__elba1Elba1_q20_peak_1808				
Merged-chr3L-13127423-3	chr3L	13127153	13127670	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3592	diff__wtElba2_q20__elba2Elba2_q20_peak_853	diff__wtElba1_q20__elba1Elba1_q20_peak_1851				
Merged-chr3R-19173370-4	chr3R	19172801	19173878	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	4		diff__wtElba3_q20__elba3Elba3_q20_peak_5513a,diff__wtElba3_q20__elba3Elba3_q20_peak_5513b	diff__wtElba2_q20__elba2Elba2_q20_peak_1327	diff__wtElba1_q20__elba1Elba1_q20_peak_2893				
Merged-chr3RHet-221620-3	chr3RHet	221463	221792	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_6042	diff__wtElba2_q20__elba2Elba2_q20_peak_1445	diff__wtElba1_q20__elba1Elba1_q20_peak_3150				
Merged-chr2R-11269207-3	chr2R	11268810	11269579	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2089	diff__wtElba2_q20__elba2Elba2_q20_peak_488	diff__wtElba1_q20__elba1Elba1_q20_peak_1117				
Merged-chr3L-15531602-3	chr3L	15531413	15531797	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3740	diff__wtElba2_q20__elba2Elba2_q20_peak_906	diff__wtElba1_q20__elba1Elba1_q20_peak_1952				
Merged-chr2R-12036244-3	chr2R	12035780	12036599	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2149	diff__wtElba2_q20__elba2Elba2_q20_peak_502	diff__wtElba1_q20__elba1Elba1_q20_peak_1144b				
Merged-chr3L-16005686-3	chr3L	16005519	16005906	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3776	diff__wtElba2_q20__elba2Elba2_q20_peak_913	diff__wtElba1_q20__elba1Elba1_q20_peak_1963				
Merged-chr2R-13569841-3	chr2R	13569554	13570141	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2269	diff__wtElba2_q20__elba2Elba2_q20_peak_529	diff__wtElba1_q20__elba1Elba1_q20_peak_1198				
Merged-chr3L-18167979-3	chr3L	18167715	18168298	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_3930	diff__wtElba2_q20__elba2Elba2_q20_peak_951	diff__wtElba1_q20__elba1Elba1_q20_peak_2031				
Merged-chr2R-14594511-3	chr2R	14594188	14594796	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2351	diff__wtElba2_q20__elba2Elba2_q20_peak_550	diff__wtElba1_q20__elba1Elba1_q20_peak_1239				
Merged-chrX-5770793-3	chrX	5770528	5771068	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_6405	diff__wtElba2_q20__elba2Elba2_q20_peak_1533	diff__wtElba1_q20__elba1Elba1_q20_peak_3334				
Merged-chrX-7179063-3	chrX	7178655	7179360	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_6484	diff__wtElba2_q20__elba2Elba2_q20_peak_1553	diff__wtElba1_q20__elba1Elba1_q20_peak_3377				
Merged-chr2R-16468332-3	chr2R	16468098	16468635	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2445	diff__wtElba2_q20__elba2Elba2_q20_peak_573	diff__wtElba1_q20__elba1Elba1_q20_peak_1287				
Merged-chr2R-12915183-8	chr2R	12913754	12916313	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	8		diff__wtElba3_q20__elba3Elba3_q20_peak_2217a,diff__wtElba3_q20__elba3Elba3_q20_peak_2217b,diff__wtElba3_q20__elba3Elba3_q20_peak_2217c,diff__wtElba3_q20__elba3Elba3_q20_peak_2217d,diff__wtElba3_q20__elba3Elba3_q20_peak_2217e,diff__wtElba3_q20__elba3Elba3_q20_peak_2217f	diff__wtElba2_q20__elba2Elba2_q20_peak_520	diff__wtElba1_q20__elba1Elba1_q20_peak_1178				
Merged-chr2L-273508-4	chr2L	273024	274159	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	4		diff__wtElba3_q20__elba3Elba3_q20_peak_26a,diff__wtElba3_q20__elba3Elba3_q20_peak_26b	diff__wtElba2_q20__elba2Elba2_q20_peak_2	diff__wtElba1_q20__elba1Elba1_q20_peak_8				
Merged-chr3R-11156186-4	chr3R	11155870	11156652	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	4		diff__wtElba3_q20__elba3Elba3_q20_peak_5011a,diff__wtElba3_q20__elba3Elba3_q20_peak_5011b	diff__wtElba2_q20__elba2Elba2_q20_peak_1206	diff__wtElba1_q20__elba1Elba1_q20_peak_2613				
Merged-chr3R-11176782-5	chr3R	11176359	11177265	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	5		diff__wtElba3_q20__elba3Elba3_q20_peak_5016a,diff__wtElba3_q20__elba3Elba3_q20_peak_5016b	diff__wtElba2_q20__elba2Elba2_q20_peak_1208	diff__wtElba1_q20__elba1Elba1_q20_peak_2617a,diff__wtElba1_q20__elba1Elba1_q20_peak_2617c				
Merged-chrX-10437204-3	chrX	10437042	10437351	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_6679	diff__wtElba2_q20__elba2Elba2_q20_peak_1591	diff__wtElba1_q20__elba1Elba1_q20_peak_3469				
Merged-chr2R-19435935-3	chr2R	19435737	19436140	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2620	diff__wtElba2_q20__elba2Elba2_q20_peak_618	diff__wtElba1_q20__elba1Elba1_q20_peak_1364				
Merged-chr2L-7065642-3	chr2L	7065213	7066125	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_453	diff__wtElba2_q20__elba2Elba2_q20_peak_94	diff__wtElba1_q20__elba1Elba1_q20_peak_232				
Merged-chr3L-1572850-3	chr3L	1572672	1573148	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2885	diff__wtElba2_q20__elba2Elba2_q20_peak_684	diff__wtElba1_q20__elba1Elba1_q20_peak_1499				
Merged-chr3L-1578167-3	chr3L	1577922	1578446	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2888	diff__wtElba2_q20__elba2Elba2_q20_peak_685	diff__wtElba1_q20__elba1Elba1_q20_peak_1501				
Merged-chr2L-21632397-3	chr2L	21632230	21632570	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_1289	diff__wtElba2_q20__elba2Elba2_q20_peak_292	diff__wtElba1_q20__elba1Elba1_q20_peak_667				
Merged-chr2L-9448297-3	chr2L	9448119	9448648	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_599	diff__wtElba2_q20__elba2Elba2_q20_peak_123	diff__wtElba1_q20__elba1Elba1_q20_peak_310				
Merged-chr3R-16787245-3	chr3R	16787102	16787403	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_5354	diff__wtElba2_q20__elba2Elba2_q20_peak_1295	diff__wtElba1_q20__elba1Elba1_q20_peak_2802				
Merged-chr2L-21863468-3	chr2L	21863293	21863669	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_1302	diff__wtElba2_q20__elba2Elba2_q20_peak_297b	diff__wtElba1_q20__elba1Elba1_q20_peak_676				
Merged-chr3L-2633657-3	chr3L	2633436	2633857	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_2947	diff__wtElba2_q20__elba2Elba2_q20_peak_707	diff__wtElba1_q20__elba1Elba1_q20_peak_1536				
Merged-chr2R-1928918-3	chr2R	1928718	1929169	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_1375	diff__wtElba2_q20__elba2Elba2_q20_peak_327	diff__wtElba1_q20__elba1Elba1_q20_peak_738				
Merged-chr2L-10210516-3	chr2L	10210240	10210703	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_659	diff__wtElba2_q20__elba2Elba2_q20_peak_138	diff__wtElba1_q20__elba1Elba1_q20_peak_342				
Merged-chr3R-20020002-3	chr3R	20019848	20020126	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1	3		diff__wtElba3_q20__elba3Elba3_q20_peak_5581	diff__wtElba2_q20__elba2Elba2_q20_peak_1339	diff__wtElba1_q20__elba1Elba1_q20_peak_2924				
Merged-chr2L-15372865-4	chr2L	15372684	15373031	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_956	diff__wtElba2_q20__elba2Elba2_q20_peak_223	diff__wtElba1_q20__elba1Elba1_q20_peak_503				Elba1_ChIPnexus_peak_1189
Merged-chr3L-8532371-4	chr3L	8531992	8532615	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_3310	diff__wtElba2_q20__elba2Elba2_q20_peak_781	diff__wtElba1_q20__elba1Elba1_q20_peak_1697				Elba1_ChIPnexus_peak_4186
Merged-chr3L-15209171-5	chr3L	15208596	15209459	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	5		diff__wtElba3_q20__elba3Elba3_q20_peak_3715	diff__wtElba2_q20__elba2Elba2_q20_peak_901	diff__wtElba1_q20__elba1Elba1_q20_peak_1940a,diff__wtElba1_q20__elba1Elba1_q20_peak_1940b				Elba1_ChIPnexus_peak_4727
Merged-chr2R-16173251-4	chr2R	16172967	16173463	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_2430	diff__wtElba2_q20__elba2Elba2_q20_peak_570	diff__wtElba1_q20__elba1Elba1_q20_peak_1281				Elba1_ChIPnexus_peak_3121b
Merged-chr2L-4393406-6	chr2L	4393011	4393838	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	6		diff__wtElba3_q20__elba3Elba3_q20_peak_247a,diff__wtElba3_q20__elba3Elba3_q20_peak_247b	diff__wtElba2_q20__elba2Elba2_q20_peak_52a,diff__wtElba2_q20__elba2Elba2_q20_peak_52b	diff__wtElba1_q20__elba1Elba1_q20_peak_126				Elba1_ChIPnexus_peak_286
Merged-chr2R-20997514-4	chr2R	20997356	20997704	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_2769	diff__wtElba2_q20__elba2Elba2_q20_peak_651	diff__wtElba1_q20__elba1Elba1_q20_peak_1436				Elba1_ChIPnexus_peak_3488
Merged-chr2L-10999930-4	chr2L	10999660	11000237	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_760	diff__wtElba2_q20__elba2Elba2_q20_peak_171	diff__wtElba1_q20__elba1Elba1_q20_peak_396				Elba1_ChIPnexus_peak_878
Merged-chr3R-1061907-4	chr3R	1061597	1062257	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba1_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_4348	diff__wtElba2_q20__elba2Elba2_q20_peak_1042	diff__wtElba1_q20__elba1Elba1_q20_peak_2263				Elba1_ChIPnexus_peak_5660b
Merged-chr3R-2953898-4	chr3R	2953359	2954224	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba2_ChIPnexus_narrowPeak_q5.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_4473	diff__wtElba2_q20__elba2Elba2_q20_peak_1077	diff__wtElba1_q20__elba1Elba1_q20_peak_2337			Elba2_ChIPnexus_peak_2120	
Merged-chr3L-4283706-6	chr3L	4283302	4284070	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba2_ChIPnexus_narrowPeak_q5.bed	6		diff__wtElba3_q20__elba3Elba3_q20_peak_3078	diff__wtElba2_q20__elba2Elba2_q20_peak_735	diff__wtElba1_q20__elba1Elba1_q20_peak_1597a,diff__wtElba1_q20__elba1Elba1_q20_peak_1597b,diff__wtElba1_q20__elba1Elba1_q20_peak_1597c			Elba2_ChIPnexus_peak_1413	
Merged-chr3R-13510929-5	chr3R	13510411	13511255	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba2_ChIPnexus_narrowPeak_q5.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	5		diff__wtElba3_q20__elba3Elba3_q20_peak_5162	diff__wtElba2_q20__elba2Elba2_q20_peak_1247	diff__wtElba1_q20__elba1Elba1_q20_peak_2703			Elba2_ChIPnexus_peak_2448	Elba1_ChIPnexus_peak_6672
Merged-chr3L-20296388-4	chr3L	20296071	20296618	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_4067	diff__wtElba2_q20__elba2Elba2_q20_peak_981	diff__wtElba1_q20__elba1Elba1_q20_peak_2098		Elba3_ChIPnexus_peak_7958		
Merged-chr3L-21050134-4	chr3L	21049876	21050440	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_4137	diff__wtElba2_q20__elba2Elba2_q20_peak_996	diff__wtElba1_q20__elba1Elba1_q20_peak_2137		Elba3_ChIPnexus_peak_8102		
Merged-chr2R-7620716-5	chr2R	7620438	7620925	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	5		diff__wtElba3_q20__elba3Elba3_q20_peak_1795	diff__wtElba2_q20__elba2Elba2_q20_peak_422	diff__wtElba1_q20__elba1Elba1_q20_peak_964		Elba3_ChIPnexus_peak_3632a,Elba3_ChIPnexus_peak_3632b		
Merged-chr3R-10153658-5	chr3R	10153123	10154028	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	5		diff__wtElba3_q20__elba3Elba3_q20_peak_4942a,diff__wtElba3_q20__elba3Elba3_q20_peak_4942b	diff__wtElba2_q20__elba2Elba2_q20_peak_1192	diff__wtElba1_q20__elba1Elba1_q20_peak_2585		Elba3_ChIPnexus_peak_9868		
Merged-chr3R-223610-4	chr3R	223209	223897	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_4276	diff__wtElba2_q20__elba2Elba2_q20_peak_1027	diff__wtElba1_q20__elba1Elba1_q20_peak_2221		Elba3_ChIPnexus_peak_8531		
Merged-chr3R-239702-4	chr3R	239483	239862	+	0.000000	wtElba3__elba3Elba3|wtElba2__elba2Elba2|wtElba1__elba1Elba1|Elba3_ChIPnexus_narrowPeak_q10.bed	4		diff__wtElba3_q20__elba3Elba3_q20_peak_4281	diff__wtElba2_q20__elba2Elba2_q20_peak_1029	diff__wtElba1_q20__elba1Elba1_q20_peak_2225		Elba3_ChIPnexus_peak_8537		
